"Incident Number","date","time","hour","Officers Involved","Officers.Race","Officers.Ethnicity","Officers.Sex","UOF.Level","Offenders.Race","Offenders.Ethnicity","Offenders.Sex","Binning Number of Officers"
"2017-00503744","12/23/2017","11:54:00","PM",1,"White","Non-hispanic","Male","1","White","Non-hispanic","Male","1"
"2018-00326315","08/23/2018","12:55:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White;White","Non-hispanic;Non-hispanic","Male;Male","2"
"2018-00125597","03/30/2018","02:14:00","AM",1,"White","Non-hispanic","Male","2","White;White","Non-hispanic;Non-hispanic","Female;Female","1"
"2019-00046617","02/04/2019","05:08:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2018-00332963","08/27/2018","07:20:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2018-00239108","06/19/2018","01:15:00","PM",1,"White","Hispanic","Female","2","Black","Non-hispanic","Female","1"
"2017-00447123","11/13/2017","08:06:00","PM",4,"White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2018-00063666","02/15/2018","04:39:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Female;Female","2","White","Non-hispanic","Male","2"
"2018-00092617","03/07/2018","04:27:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2017-00458587","11/21/2017","03:21:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","1","Black","Non-hispanic","Male","3+"
"2018-00011629","01/09/2018","04:54:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","White","Non-hispanic","Male","3+"
"2018-00447874","11/20/2018","03:41:00","PM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2018-00177733","05/05/2018","02:34:00","AM",2,"White;White","Hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2019-00190978","05/20/2019","06:58:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2018-00493041","12/25/2018","07:14:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Female","2"
"2018-00213747","05/31/2018","01:07:00","AM",3,"White;White;Black","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Female","2","Black","Non-hispanic","Male","3+"
"2018-00131660","04/03/2018","01:16:00","PM",2,"White;White","Non-hispanic;Hispanic","Male;Male","1","Black","Non-hispanic","Female","2"
"2018-00413720","10/26/2018","03:59:00","AM",2,NA,"Non-hispanic;Non-hispanic","Male;Male","2","Black;Black","Non-hispanic;Non-hispanic","Male;Male","2"
"2017-00493614","12/16/2017","11:12:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2018-00366561","09/21/2018","01:38:00","AM",3,"Black;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","3+"
"2018-00019586","01/15/2018","02:53:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black;Black","Non-hispanic;Non-hispanic","Male;Male","2"
"2018-00319379","08/17/2018","09:38:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2019-00128966","04/06/2019","02:12:00","AM",3,"White;Black;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Female;Female","2","White;White","Non-hispanic;Non-hispanic","Male;Male","3+"
"2019-00078959","02/27/2019","11:53:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Female;Male","2","White","Non-hispanic","Male","2"
"2018-00423157","01/02/2018","11:53:00","AM",3,"White;White;White","Non-hispanic;Hispanic;Non-hispanic","Male;Female;Male","1","Black","Non-hispanic","Male","3+"
"2019-00035824","01/26/2019","10:59:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2019-00153569","04/23/2019","07:18:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Female","1"
"2018-00421067","10/31/2018","11:39:00","PM",1,"White","Non-hispanic","Male","1","Black","Non-hispanic","Male","1"
"2018-00316345","08/15/2018","09:59:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2018-00253434","06/30/2018","01:26:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Female","2","White","Non-hispanic","Male","2"
"2018-00169866","04/29/2018","06:34:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Female","2","White","Non-hispanic","Male","2"
"2019-00071608","02/22/2019","01:02:00","PM",1,"Black","Non-hispanic","Female","2","Black","Non-hispanic","Male","1"
"2019-00102826","03/17/2019","02:50:00","AM",1,"Black","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2018-00299740","08/03/2018","03:19:00","PM",3,"White;Black;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","White","Non-hispanic","Male","3+"
"2018-00082348","02/27/2018","11:41:00","PM",2,"Black;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2019-00204704","05/30/2019","06:29:00","PM",1,"Black","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2019-00034806","01/26/2019","01:50:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2017-00441722","11/09/2017","07:35:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2018-00119335","03/26/2018","05:11:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2018-00481227","12/16/2018","03:06:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2017-00476615","12/05/2017","07:28:00","AM",3,"Black;White;Black","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","1","Black","Non-hispanic","Male","3+"
"2018-00409307","10/23/2018","02:13:00","AM",2,"Black;White","Non-hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2018-00096153","03/09/2018","11:11:00","AM",2,"White;White","Non-hispanic;Hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2019-00160961","04/29/2019","08:46:00","AM",2,"White;White","Hispanic;Non-hispanic","Female;Male","1","Black","Non-hispanic","Male","2"
"2018-00068221","02/18/2018","02:16:00","AM",6,"White;White;Black;White;Black;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;","Male;Male;Male;Male;Male;Male","1","White","Non-hispanic","Male","3+"
"2019-00199749","05/27/2019","02:36:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","Black","Non-hispanic","Male","2"
"2018-00323242","08/20/2018","11:11:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2019-00036543","01/27/2019","04:52:00","PM",3,"Black;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","1","Black","Non-hispanic","Male","3+"
"2018-00031038","01/23/2018","08:54:00","AM",4,"Black;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2018-00319135","08/17/2018","06:20:00","PM",2,"White;Black","Non-hispanic;Non-hispanic","Male;Female","2","Black;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Female","2"
"2018-00451400","11/23/2018","08:42:00","PM",1,"Black","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2018-00216220","06/01/2018","06:17:00","PM",1,"White","Non-hispanic","Male","1","White","Non-hispanic","Male","1"
"2019-00005441","01/05/2019","03:24:00","AM",1,"Black","Non-hispanic","Female","2","White;White","Non-hispanic;Non-hispanic","Male;Male","1"
"2018-00051209","02/06/2018","05:20:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Female;Male","2","White","Hispanic","Male","2"
"2018-00172417","05/01/2018","02:39:00","PM",2,"White;White","Hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2018-00352402","09/11/2018","02:20:00","AM",2,NA,"Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2017-00505640","12/26/2017","12:48:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","Black","Non-hispanic","Male","2"
"2019-00159613","04/28/2019","02:07:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","1","Black","Non-hispanic","Male","3+"
"2018-00128144","03/31/2018","10:24:00","PM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2019-00120670","03/31/2019","02:36:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2018-00460725","12/01/2018","03:11:00","AM",2,"Black;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2019-00089923","03/08/2019","02:36:00","AM",1,"White","Non-hispanic","Male","2","Black;Black","Non-hispanic;Non-hispanic","Male;Male","1"
"2019-00005997","01/05/2019","04:06:00","PM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2019-00138365","04/12/2019","07:07:00","PM",1,NA,"Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2019-00149829","04/21/2019","01:08:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2018-00145530","04/12/2018","04:03:00","PM",1,"Black","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2018-00019506","01/15/2018","12:43:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2019-00018575","01/14/2019","04:12:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2019-00064650","02/17/2019","11:06:00","AM",3,"Asian;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","White","Non-hispanic","Male","3+"
"2018-00421170","11/01/2018","01:50:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2018-00101031","03/13/2018","12:34:00","AM",4,"White;White;Black;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2017-00442096","11/10/2017","03:53:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2018-00055755","02/09/2018","06:30:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2019-00092872","03/10/2019","09:43:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2017-00466576","11/28/2017","05:45:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Female;Male","2","White","Non-hispanic","Male","2"
"2018-00433325","11/09/2018","07:04:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2019-00044054","02/01/2019","11:27:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2019-00191960","05/21/2019","01:00:00","PM",1,"Black","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2018-00058931","02/12/2018","02:09:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2017-00503882","12/24/2017","02:58:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2018-00055309","02/09/2018","12:31:00","PM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Female","1"
"2018-00377100","09/28/2018","07:18:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2018-00183285","05/09/2018","02:18:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2018-00028186","01/21/2018","02:22:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2018-00197524","05/19/2018","02:36:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2017-00430364","11/02/2017","12:52:00","AM",2,"Black;Asian","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2018-00225285","06/08/2018","10:55:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Female","1","Black","Non-hispanic","Male","2"
"2018-00413397","10/25/2018","09:54:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2018-00137999","04/07/2018","01:57:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2019-00059185","02/13/2019","09:44:00","AM",1,"White","Hispanic","Male","2","Black","Non-hispanic","Female","1"
"2018-00293305","07/30/2018","12:13:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2019-00125630","04/03/2019","06:09:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","Black","Non-hispanic","Male","2"
"2019-00031979","01/24/2019","01:51:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Female","2","Black","Non-hispanic","Male","2"
"2019-00179129","05/12/2019","12:18:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2019-00105855","03/19/2019","03:26:00","PM",1,"White","Hispanic","Male","2","White","Non-hispanic","Male","1"
"2019-00131471","04/08/2019","01:51:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black;Black","Non-hispanic;Non-hispanic","Male;Male","2"
"2018-00280418","07/20/2018","01:52:00","AM",2,NA,"Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2019-00049055","02/05/2019","08:55:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2018-00327971","08/24/2018","01:24:00","AM",1,"White","Non-hispanic","Female","2","White","Non-hispanic","Male","1"
"2019-00063540","02/16/2019","12:12:00","PM",2,"Black;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2018-00333109","08/27/2018","09:57:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2018-00092695","03/07/2018","06:22:00","AM",2,"Black;White","Hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2017-00456360","11/20/2017","02:55:00","AM",1,"White","Non-hispanic","Female","2",NA,"Non-hispanic",NA,"1"
"2017-00460450","11/22/2017","09:57:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","Black","Non-hispanic","Female","2"
"2018-00076720","02/24/2018","12:42:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2018-00223161","06/06/2018","09:23:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2017-00469469","11/30/2017","02:38:00","AM",1,"Black","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2018-00087188","03/03/2018","02:32:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2018-00242620","06/21/2018","11:37:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Female","2"
"2017-00491383","12/15/2017","10:08:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Female;Male","2","Black","Non-hispanic","Male","2"
"2019-00099944","03/15/2019","01:32:00","AM",2,"White;Black","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2018-00108645","03/18/2018","02:33:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2018-00279766","07/19/2018","04:16:00","PM",4,"White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2",NA,"Non-hispanic",NA,"3+"
"2017-00444809","11/12/2017","02:04:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2018-00389431","10/08/2018","04:08:00","AM",3,"White;White;Black","Non-hispanic;Non-hispanic;Non-hispanic","Male;Female;Female","2","White","Non-hispanic","Male","3+"
"2018-00076795","02/24/2018","01:59:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Hispanic","Male;Female;Female","1","White","Non-hispanic","Female","3+"
"2018-00438198","11/13/2018","06:07:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2019-00173992","05/08/2019","11:43:00","AM",1,"White","Hispanic","Male","2","White","Non-hispanic","Male","1"
"2019-00129650","04/06/2019","05:05:00","PM",6,"White;White;White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;","Male;Male;Male;Female;Male;Male","2","White","Non-hispanic","Male","3+"
"2019-00183032","05/14/2019","11:58:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2018-00104939","03/15/2018","02:16:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2018-00324875","08/22/2018","01:32:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2018-00123542","03/28/2018","06:39:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","Black","Non-hispanic","Male","2"
"2019-00033684","01/25/2019","07:56:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2017-00447256","11/13/2017","10:08:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Female","2","White","Non-hispanic","Male","2"
"2017-00469427","11/30/2017","01:32:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Female;Male;Male","2","White","Non-hispanic","Male","3+"
"2018-00253603","06/30/2018","05:05:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2019-00102259","03/16/2019","06:32:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2019-00103931","03/18/2019","01:44:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","White","Hispanic","Male","2"
"2018-00269600","07/12/2018","12:58:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black;Black","Non-hispanic;Non-hispanic","Male;Male","2"
"2017-00480838","12/07/2017","11:17:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2018-00037835","01/28/2018","12:21:00","AM",4,"White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Female","2","White","Non-hispanic","Male","3+"
